filename,label
100_T125.jpg,Insulator
101_T125.jpg,Insulator
102_T124.jpg,Insulator
103_T124.jpg,Pole
104_T127.jpg,Insulator
105_T126.jpg,Insulator
106_T126.jpg,Pole
107_T128.jpg,Pole
108_T128.jpg,Light
109_T13.jpg,Pole
10_100.jpg,Insulator
110_T13.jpg,Insulator
111_T132.jpg,Insulator
112_T132.jpg,Pole
113_T132.jpg,Light
114_T130.jpg,Pole
115_T129.jpg,Light
116_T131.jpg,Pole
117_T133.jpg,Pole
118_T133.jpg,Insulator
119_T133.jpg,Insulator
11_T1.jpg,Insulator
120_T133.jpg,Pole
121_T133.jpg,Pole
122_T133.jpg,Light
123_T133.jpg,Pole
124_T135.jpg,Insulator
125_T137.jpg,Insulator
126_T136.jpg,Insulator
127_T136.jpg,Pole
128_T134.jpg,Pole
129_T141.jpg,Insulator
12_T1.jpg,Insulator
130_T141.jpg,Insulator
131_T141.jpg,Insulator
132_T140.jpg,Insulator
133_T139.jpg,Light
134_T138.jpg,Pole
135_T138.jpg,Pole
136_T14.jpg,Light
137_T14.jpg,Insulator
138_T145.jpg,Insulator
139_T143.jpg,Insulator
13_T1.jpg,Insulator
140_T142.jpg,Insulator
141_T146.jpg,Pole
142_T144.jpg,Pole
143_T149.jpg,Insulator
144_T149.jpg,Insulator
145_T149.jpg,Insulator
146_T147.jpg,Pole
147_T147.jpg,Pole
148_T147.jpg,Insulator
149_T147.jpg,Insulator
14_T1.jpg,Pole
150_T147.jpg,Pole
151_T147.jpg,Insulator
152_T147.jpg,Insulator
153_T15.jpg,Insulator
154_T15.jpg,Insulator
155_T15.jpg,Insulator
156_T15.jpg,Pole
157_T15.jpg,Light
158_T15.jpg,Pole
159_T15.jpg,Insulator
15_T100.jpg,Insulator
160_T15.jpg,Pole
161_T148.jpg,Insulator
162_T148.jpg,Light
163_T150.jpg,Insulator
164_T154.jpg,Insulator
165_T154.jpg,Pole
166_T154.jpg,Pole
167_T154.jpg,Insulator
168_T154.jpg,Insulator
169_T155.jpg,Insulator
16_T100.jpg,Insulator
170_T155.jpg,Insulator
171_T153.jpg,Insulator
172_T153.jpg,Pole
173_T153.jpg,Pole
174_T153.jpg,Insulator
175_T151.jpg,Insulator
176_T152.jpg,Insulator
177_T157.jpg,Insulator
178_T158.jpg,Insulator
179_T158.jpg,Insulator
17_T103.jpg,Pole
180_T158.jpg,Pole
181_T158.jpg,Insulator
182_T156.jpg,Insulator
183_T156.jpg,Pole
184_T159.jpg,Pole
185_T159.jpg,Pole
186_T159.jpg,Pole
187_T16.jpg,Pole
188_T16.jpg,Insulator
189_T16.jpg,Pole
18_T103.jpg,Pole
190_T16.jpg,Insulator
191_T16.jpg,Pole
192_T16.jpg,Pole
193_T16.jpg,Pole
194_T16.jpg,Pole
195_T16.jpg,Insulator
196_T16.jpg,Pole
197_T16.jpg,Insulator
198_T164.jpg,Pole
199_T164.jpg,Pole
19_T103.jpg,Insulator
1_T10.jpg,Insulator
200_T164.jpg,Insulator
201_T164.jpg,Pole
202_T160.jpg,Pole
203_T160.jpg,Pole
204_T160.jpg,Pole
205_T162.jpg,Insulator
206_T162.jpg,Insulator
207_T162.jpg,Insulator
208_T162.jpg,Insulator
209_T162.jpg,Insulator
20_T103.jpg,Insulator
210_T161.jpg,Pole
211_T161.jpg,Pole
212_T161.jpg,Pole
213_T163.jpg,Insulator
214_T163.jpg,Pole
215_T163.jpg,Pole
216_T163.jpg,Insulator
217_T165.jpg,Insulator
